tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:25:42,00:21:22,1662,1.0,"DO MÉRITO


No presente caso, onde Ricardo e Roberto foram flagrados pela Polícia Militar não há que se falar em crime, afinal, os três substratos do crime segundo a melhor doutrina são: fato típico, ilicitude e culpabilidade. Só assim temos o resultado, que é o direito de punir do Estado (jus puniendi). Dentro da culpabilidade (Art. 69 do CP) temos presentes a imputabilidade, pois imputa-se a prática do crime presente no art. 155, §4º, CP (furto qualificado) aos indiciados, em virtude do flagrante da polícia militar. Assim como há a exigibilidade de conduta diversa, afinal, pois há o dano causado pelo uso do alicate e serrote na máuqina de maneira desnecessária. Contudo, não há como afirmar que há potencial consciência da ilicitude, tendo em vista que em plenas 19h da noite dois rapazes foram matar o tempo ao testar a dureza do caixa eletrônico.


Além disso, em ofício do Banco Peixe há a informação de que a estrutura de aço do caixa é imune à ação mecânica por força humana, que se valeram de um trabalho manual que não logrou êxito em danificar a estrutura do caixa. Portanto, não houve fato típico que possa ser tipificado, ainda que se assemelhe a um crime tentado, logo, não houve crime.


Desta forma, roga pela não condenação de Roberto e Rodrigo.","06/11/2023, 23:01:57"
00:25:32,00:25:20,1662,1.0,"II - DO DIREITO 


II.1. DO MÉRITO


Inicialmente, cabe alegar a ineficácia do meio empregado pelos acusados para a prática do crime relatado, uma vez que é atípico e impossível, sendo a estrutura do caixa eletrônico impossível de ser aberto através de força humana. Conclui-se que o serrote e chave de fenda utilizados seriam de total impossibilidade para a efetivação criminal, ou seja, do rompimento da placa de aço presente no caixa eletrônico. Dessa forma, requer a absolvição dos acusados com base no artigo 386, I III, do Código Penal, conforme dispõe: 
Art. 386. O juiz absolverá o réu, mencionando a causa na parte dispositiva, desde que reconheça: III - não constituir o fato infração penal;


No caso de não acolhimento da tese defendida, requer o afastamento da qualificadora prevista no art. 155, §4, inciso I do CP, uma vez que no art. 158 do Código de Processo Penal, a incidência da presente qualificadora exige perícia para sua comprovação.

Frise-se, ainda, que houve confissão espontânea da parte, presente como circunstância atenuante de pena no art. 65, inciso III, do CP, assim como a detração penal pelo período cumprido pelos acusados em prisão preventiva, ficando Ricardo 30 dias e Roberto 2 dias, com repercussão na fixação do regime inicial de cumprimento da pena, conforme dispõe o art 387, §2, do CPP:

Art. 387. O juiz, ao proferir sentença condenatória: (Vide Lei nº 11.719, de 2008)
§ 2o O tempo de prisão provisória, de prisão administrativa ou de internação, no Brasil ou no estrangeiro, será computado para fins de determinação do regime inicial de pena privativa de liberdade. 


Por fim, requer-se a fixação da pena base no mínimo legal, a fixação do regime aberto para Roberto, com base no art. 33, §2, c, do CP e semiaberto para Ricardo, com base no art 33, §2,b, do CP.





","06/11/2023, 23:02:14"
00:31:26,00:31:19,1662,1.0,"DO MÉRITO


Conforme se infere da Dénuncia, foram imputados aos réus, as condutas delitivas consubstanciadas no Art. 155,  § 4º, I e IV do CP e e do Art. 14, II, também do CP.


Conduto, inobstante a tentativa do delito, faz-se mister ressaltar que os agentes não lograram êxito, se retirando da agência de forma voluntária, sem a ciência de que do lado de fora seriam surpreendidos pelos agentes policiais.


Deve ser levado em consideração também, que o Banco Peixe informou, em ofício juntado aos autos, que a estrutura do caixa eletrônico é incolúme à ação mecânica humana, de modo que configura-se Crime Impossível, disposto no Art. 17 do Código Penal. Senão vejamos:


Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. 

Ora, em vista disso, é forçoso concluir que a tentativa de subtração ela se deu de forma absolutamente ineficaz em relação ao meio utilizado pelos réus, quais sejam, um serrote e uma chave de fenda.


Nesse sentido, em razão da absoluta ineficácia do meio preterido para a consumação do fato criminoso, totalmente incapaz de macular o caixa eletrônico, tal qual a mão de um homem ou uma caneta seria, requer-se que seja reconhecido o fato delituoso como CRIME IMPOSSÍVEL, nos termos do art. supramencionado.

Ademais, Vª Excelência, o Tribunal da Cidadania tem se posicionado no sentido de que no furto tentado pode se aplicar o princípio da insignificância, devendo ser reconhecida a atipicidade material de perturbações jurídicas mínimas ou leves.


Insta mencionar que não houve nenhuma ameaça e, repisa-se, os réus se retiraram do estabelecimento por vontade própria, sem ter qualquer conhecimento do grupo policial do lado de fora.


Veja-se:

Título: HC 258962
Data: 2014-11-26
Relator: JORGE MUSSI
AgRg no HABEAS CORPUS Nº 258.962 - MG (2012/0236435-0) RELATOR : MINISTRO JORGE MUSSI AGRAVANTE : LEONARDO PEREIRA CANEDO DE OLIVEIRO (PRESO) ADVOGADO : DEFENSORIA PÚBLICA DA UNIÃO AGRAVADO : TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS EMENTA AGRAVO REGIMENTAL NO HABEAS CORPUS. FURTO TENTADO. PRINCÍPIO DA INSIGNIFICÂNCIA. APLICAÇÃO. IMPOSSIBILIDADE. REITERAÇÃO DELITIVA. MULTIREINCIDÊNCIA. AUSÊNCIA DE REDUZIDO GRAU DE REPROVABILIDADE DO COMPORTAMENTO. AGRAVO IMPROVIDO. 1. A aplicação do princípio da insignificância reflete o entendimento de que o Direito Penal deve intervir somente nos casos em que a conduta ocasionar lesão jurídica de certa gravidade, devendo ser reconhecida a atipicidade material de perturbações jurídicas mínimas ou leves, estas consideradas não só no seu sentido econômico, mas também em função do grau de afetação da ordem social que ocasionem. 2. Segundo a jurisprudência do Supremo Tribunal Federal, o princípio da insignificância tem como vetores a mínima ofensividade da conduta, a nenhuma periculosidade social da ação, o reduzido grau de reprovabilidade do comportamento e a inexpressividade da lesão jurídica provocada. 3. Inviável a incidência do referido brocardo, in casu, porquanto o paciente é multireincidente, situação apta a ensejar a incidência do Direito Penal como forma de coibir a reiteração delitiva (precedentes). 4. Agravo regimental improvido. ACÓRDÃO Vistos, relatados e discutidos estes autos, acordam os Ministros da Quinta Turma do Superior Tribunal de Justiça, na conformidade dos votos e das notas taquigráficas a seguir, por unanimidade, negar provimento ao agravo regimental. Os Srs. Ministros Gurgel de Faria, Newton Trisotto (Desembargador convocado do TJ/SC), Walter de Almeida Guilherme (Desembargador convocado do TJ/SP) e Felix Fischer votaram com o Sr. Ministro Relator. Brasília (DF), 18 de novembro de 2014(Data do Julgamento) MINISTRO JORGE MUSSI Relator


Em face do narrado, requer-se que Vossa Excelência reconheça o CRIME IMPOSSÍVEL, e, de forma subsidiária, o Princípio da Insignificância, por ser medida de direito.","06/11/2023, 23:06:47"
00:35:27,00:32:31,1662,1.0,"Do Crime Impossível


Consoante ao ofício juntado pelo Banco Peixe, verificou-se que fora informado que estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana.


Salienta-se que os intrumentos que estavam sob a posse dos agentes eram um serrote, chave de fenda e alicate, sendo impossível a conssumação do furto, vez que, como afirmado pelo próprio Banco Peixe, o caixa eletrônico é imune à ação mecânica por força humana.


Trata-se de um crime impossível, situação prevista no Art. 17 do CP, em não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. 


Ademais, ressalta-se a ineficácia dos objetos conforme o estado do caixa eletronico, qual seja, somente com meros arranhões.


Portanto, requer o trancamento da ação penal, em razão do afastamento da punibilidade dos agentes.



Da tese subsidiária


Os denunciados confessam que tentaram furtar, Art. 14, II do CP, o caixa eletrônico do Banco Peixe, recaindo, dessa forma, a atenuante prevista do Art. 65, III , d do CP.","06/11/2023, 23:09:37"
00:32:25,00:19:55,1662,1.0,"DOS FUNDAMENTOS JURÍDICOS: 


CONFORME Art. 155, § 4°, incisos I e IV, Código Penal. 

","06/11/2023, 23:13:32"
00:36:09,00:31:14,1662,1.0,"Do Direito 


Tratando- se de tentativa, não cabe o art. 155 do codigo penal pois o crime não foi efetivado


Dos fundamentos juridicos

","06/11/2023, 23:13:50"
00:32:41,00:05:09,1662,1.0,"Conforme artigo  Art. 155, § 4º, incisos I e IV, do Código Penal.


","06/11/2023, 23:14:08"
00:49:12,00:42:55,1662,1.0,"Petição de Defesa
 
Excelentissimo senhor Juiz da 5 ª Vara Criminal da Comarca de Campo Bernabeu/CN


Processo nº 1234


Autor: Advogado: Sávio Arruda Freire Ribeiro, Brasieleiro, Solteiro, Advogado, Domiciliado em Fortaleza/CE, Avenida XXX, Bairro XXX. Venho em Defesa de Roberto Fulano, Venho em Vossa Excelencia Apresentar.


Defesa Preliminar: Pelos fatos e fundamentos: Ocorreu uma tentativa frustrada de assalto ao banco, Onde Roberto Fulano, que na audieencia de Custódia fora declarado liberdade provisória e não tinha maus antecedentes, Ocorreu que foram ao banco, foram parados pela polícia, que achou a atitude suspeita, e fez á averiguação que encontraram objetos de seu trabalho. Que levantou uma suspeita.  


O Ministerio Público não requereu a produção de outras provas. 


Dos Fundamentos: Não ocorreu furto e Roberto Fulano foi detido sem ter praticado delito, pois pelo achismo dos policiais foi levado a prisão, pois o crime de furto não atende tentativa. E ele estava com seu material de trabalho. Que não se leva o entendimento do Art. 155 do Código Penal. Onde  o crime não foi classificado e Roberto Fulano pede-se indeferimento da ação penal.


Da carência de ação penal por falta de justa causa: O que não ocorreu crime pois o furto não se configurou e eles não tinham prova que realmente era um furto e o material era de trabalho do Roberto Fulano e não tinha furtado nenhum objeto não configurando furto do Art. 155 do Código Penal.


Dos Pedidos: Por todo narrado e com fulcro no CPP. Requerer o acusado Roberto Fulano, CPF: xxx.xxx.xxx-xx, que a denúncia ofertada contra este seja rejeitada por falta de delitos cometidos e falta de justa causa. Para o exercício da ação penal. 


Pede Deferimento


Bernabeu/CN, 06/11/2023.


Sávio Arruda Freire Ribeiro
Advogado


OAB/CE x.xxx-x


 
















     






 ","06/11/2023, 23:24:05"
00:06:05,00:05:52,1662,1.0,"A priori, de acordo com o banco Peixe, a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, nesse sentido, a ação praticada pelos flagranteados constitui como crime impossível, de acordo com o Art. 17 do codigo penal:


Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. (Redação dada pela Lei no 7.209, de 11.7.1984)


Ale´m disso, tendo em vista que, devido ao fato da ação constituir crime impossível, este é tornado inexistende, em consonância com o artigo 386 do cpp:

Art. 386.  O juiz absolverá o réu, mencionando a causa na parte dispositiva, desde que reconheça:
VI – existirem circunstâncias que excluam o crime ou isentem o réu de pena (arts. 20, 21, 22, 23, 26 e § 1º do art. 28, todos do Código Penal), ou mesmo se houver fundada dúvida sobre sua existência;


Por fim, tendo em vista que os flagranteados confessaram a ação, esta atitude se enquadra no artigo 65 do cpp: 


Art. 65 - São circunstâncias que sempre atenuam a pena: 
d) confessado espontaneamente, perante a autoridade, a autoria do crime;





","06/11/2023, 23:46:05"
00:00:06,00:00:01,1662,0.0,xsasDigite sua petição aqui.,"07/11/2023, 12:25:54"
00:23:11,00:14:06,1662,0.0,"Ocorre que os apelantes tentaram furtar o cofre do Banco Peixe e foram sentenciados nos termos do art. 155, § 4º, incisos I e IV, e do art. 14, inciso II ambos do Código Penal. Porém , o cofre, objeto desejado do furto, não foi aberto ou se quer danificado. Conforme o art.14, inciso II, é definido como tentativa o delito que, não foi completo por fato ou por circunstância não prevista à vontade do agente. Portanto, é passível de compreensão que a sentença em face das Apelantes deveria estar somente com base no art. 17 do Código Penal que trata acerca do crime impossível,

Art 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar o crime.


Tento em vista o ofício apresentado pelo Banco Peixe  informando que a estrutura do caixa eletronico é de aço, imune à ação humana, e que os Apelantes não lograram em danificar a estrutura do caixa eletrônico.


Logo, com fulcro no mencionado artigo 17 do Código Penal, não é passível de punição a tentativa por improbidade do objeto, ou seja, a conduta das Apelantes não gerou qualquer resultado em face da vítima.","07/11/2023, 12:59:04"
00:27:48,00:21:10,1662,0.0,"DO DIREITO:
I - DA CONFISSÃO ESPONTÂNEA:
Após acusações, Ricardo e Roberto confessaram os crimes. Desse modo, em razão da confissão espontânea, já está de pronto caracterizado o artigo 65, inciso III, D, do CP, onde fala que confessado espontaneamente, perante autoridade, a pena sera atenuada.


II - QUANTO A TIPIFICAÇÃO LEGAL E ANTECEDENTES CRIMINAIS::
A defesa concorda com a imputação tipica do artigo 157 do CP. Já que não houve a consumação do crime, mas sim, a tentativa, pois de acordo com o relatório do Banco Peixe, os caixas eletrônicos não chegaram a ser danificados. Além da concordância da tipificação legal, ainda é necessário frisar que o réu Roberto, não possui antecedentes criminais, devendo assim, poder responder o processo em liberdade. 












","07/11/2023, 12:59:43"
00:28:30,00:18:39,1662,0.0,"DO DIREITO 


1- ABSOLVIÇÃO POR INSUFICIÊNCIA DE PROVAS


De acordo com o artigo 386, V do CPP, o juiz deve proferir a sentença absolutória se não existir prova de ter o réu concorrido para a infraçao penal. No caso em apreço, as testemunhas de acusação, apesar de confirmarem"" O juiz formará sua convicção pela livre apreciação da prova produzida em contraditório judicial, não podendo fundamentar sua decisão exclusivamente nos elementos informativos colhidos na investigação, ressalvadas as provas cautelares, não repetíveis e antecipadas.    ""  


2- Principio da Insignificância


O STF considera como crimes incompatíveis com o esse principio os crimes mediante grave violência ou grave ameaça a pessoa, nesse caso, a minima ofensividade na conduta, a falta de periculosidade reduz o grau do uso do princípio. 




Prevê o artigo o parágrafo 2º do art. 155 do CP, que se réu for primário e de pequeno valor a coisa furtada o juiz pode substituir a pena de reclusao  pela de detenção, diminuí-la de um a dois terços, ou aplicar somente a pena de multa.


Desse modo, considerando que o acusado é primário, bem como a ser coisa furtada de pequeno valor, requer seja procedida a diminuição de pena no patamar de dois terços. 



























","07/11/2023, 13:00:27"
00:29:24,00:19:37,1662,0.0,"MÉRITO:


1. DA INOCORRENCIA DO CRIME:


Conforme exposto acima, não houve qualquer danificação a patrimonio de outrem, bem como, os presentes acusados não subtrairam nada para si, tanto é que, quando foram encontrados, supostamente após o  crime, somente portavam objetos proprios.


De mais a mais, cumpre destacarmos que as ferramentas encontradas de posse dos reus, além de propriedade dos mesmos, são os objetos necessários para a realização do trabalho dos mesmos.


Ademais, acredita-se que houve um engano no prsente caso, a bem da verdade, o que ocorreu de fato foi, que os presentes reus foram ao banco fazer suas transações rotineiras, em suas respectivas contas bancaria, todavia, como de porte de suas ferramentas de trabalho, a vigilancia deve ter confundido a situação e entendido que os presentes réus tinham a intenção de cometer um crime.


Outrossim, sob a ótica da violencia vivenciada na atualidade, compreencivel é a presunção daqueles que acionaram a policia, todavia, ao fazer tal denuncia deve se ter cautela, pois, como ocorre no presente caso, pode correr uma imputação ao crime indevida. 


2. DA AUSENCIA DE PROVAS 


Destaca-se que, no presente caso não há prova alguma, já que o video de segurança não mostra os presentes acusados subtraindo na de outrem, estando estes de posse apenas de objetos próoprios.


Ademais, quando abordados pela policia, nada que os pudesse imputar a suposta conduta aos presentes reus, j´´a que estes se encontravam apenas com suas ferramentas de trabalho.


Diante disso, devem os reus serem absolvidos nos termos do artigo 386, VI, do CPP, o qual estabelece que, diante da ausencia de provas, deve o juiz absolver o réu.


3. PRINCIPIO DA INSIGNIFCANCIA 


Subsidiariamente, caso seja do entendimento de Vossa Excelencia que de fato os presentes réus cometeram o crime que lhes foi imputado, requer-se que seja observado um dos principios base do direito penal, qual seja o da insignificancia.


Ora, como não,de fato, houve prekuizo a vitima, bem como, seu patrimonio não foi danifiado, conforme, inclusive, declaração do mesmo anexa aos autos.


Diante da ausencia de prejuizo, requer-se a aplicação do principio da insignificancia. 







","07/11/2023, 13:00:35"
00:32:17,00:21:01,1662,0.0,"Em primeiro plano, cumpre ressaltar que o art. 68, caput, do Código Penal estabelece os critérios a serem observados para a dosimetria da pena a ser cominada aos réus. 


Quanto a Roberto, este pode se beneficiar do que postula o art. 155, §2o, do Código Penal, uma vez que o agente é primário. Vejamos o que dispõe referido artigo:


Art. 155. § 2º - Se o criminoso é primário, e é de pequeno valor a coisa furtada, o juiz pode substituir a pena de reclusão pela de detenção, diminuí-la de um a dois terços, ou aplicar somente a pena de multa.


Em relação às disposições do art. 59 do Código Penal, dada as circunstância da tentativa insucessida de furto, é possível inferir que a pena deve ser cominada com base no mínimo legal. 


Ademais, com base no que prevê o art. 65, III, d, do Código Penal, tendo em vista que ambos os réus confessaram a tentativa de arrombamento do caixa eletrônico e, portanto, colaboraram para o deslinde processual, movidos pelo princípio da boa fé processual, estes fazem jus à atenuante da pena positiva no aludido diploma legal.  


Cumpre salientar, ainda, que se trata tão somente de tentativa, de modo que a pena deve ser diminuída de um a dois terços, com fundamento no art. 14, II, § único, do Código Penal. ","07/11/2023, 13:08:02"
00:38:11,00:32:05,1662,0.0,"DO DIREITO


Excelência, conforme se depreende do ofício acostado aos autos por parte do Banco Peixe, a estrutura do caixa eletrônico é de aço, ''IMUNE À AÇÃO MECÂNICA POR FORÇA HUMANA''. Logo, não há aqui que se falar em crime de furto na forma tentada, haja vista a ineficácia absoluta do meio, levando-se em consideração que, de modo algum, teria sido possível aos ora réus, com as ferramentas que dispunham naquele ato, romper a placa de aço dos caixas eletrônicos. Portanto, Excelência, é plenamente cabível ao caso em comento o que dispõe o artigo 17 do Código Penal Brasileiro, in verbis: ''Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime''. Ante o exposto, considerando a ineficácia absoluta do meio utilizado pelos acusados, trata-se, in casu, de crime impossível, de modo que a conduta por eles praticada manifesta-se como atípica, à luz do dispositivo supracitado.


Caso Vossa Excelência entenda de modo diverso à aplicação da atipicidade da conduta em crime impossível, pugna-se, subsidiariamente, pelo afastamento da qualificadora do rompimento de obstáculo quanto ao crime de furto (delito este material) haja vista que não houve, tanto em fase de inquérito policial quanto em fase de instrução criminal, a realização de perícia, esta indispensável para a devida incidência da predita qualificadora, nos termos do artigo 158 do Código de Processo Penal, o qual dispõe, verbum ad verbum: ''Quando a infração deixar vestígios, será indispensável o exame de corpo de delito, direto ou indireto, não podendo supri-lo a confissão do acusado''. 


Portanto, nos termos do artigo 158 do CPP, pugnam pelo afastamento da qualificadora de rompimento de obstáculo, porquanto não houve a imprescindível perícia que deveria ter sido realizada na placa de aço que protegia os caixas eletrônicos.


Caso este Douto Juízo, ainda assim, entenda de forma diversa à aplicação do art. 17 do CPB e, subsidiariamente, do art. 158 do CPP, de modo a decidir pela condenação dos ora acusados, pugna-se pelo reconhecimento da atenuante penal da confissão espontânea por parte de ambos, conforme extrai-se de seus interrogatórios colhidos em fase de instrução processual, nos termos do art. 65, III, ''d'', do CPB. 


Outrossim, pugna o réu Ricardo pela aplicação instituto da detração penal, nos termos do art. 42 do CPB, porquanto o mesmo esteve preso provisoriamente pelo período de 30 dias. Quanto ao Réu Roberto, pugna-se, também, pela detração penal (dois dias), período em que foi mantido preso em flagrante.


Por fim, em caso de condenação, pede-se, no que concerne ao réu Roberto, pela fixação da pena base no mínimo legal, bem como pelo cumprimento da pena em regime aberto, nos termos do art. 33, §2º, ''c'' do CPB, bem como substituição da pena por restritiva de direitos, à luz do art. 44 do CPB. No que tange ao réu Ricardo, pede-se, também em caso de condenação, pelo cumprimento de sua pena em regime semiaberto, nos termos do art. 33, §2º, ''b'' do CPB.











","07/11/2023, 13:09:06"
00:40:17,00:29:20,1662,0.0,"Memoriais finais 


DO DIREITO


 com base  no artigo 17 do codigo penal "" não se pune a tentativa quando, por ineficacia absoluta do meio ou por absoluta impropriedade do objeto, é impossivel consumar-se o crime."" portanto, diante do  ofício do Banco Peixe, que informou ao Juízo que a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana, e que os acusados não lograram danificar a estrutura do caixa eletrônico, assim sendo, tornando impossivel que a conduta do réu se completasse e por conta disso se encaixando no art. 17 do CP. logo, não é cabivel a punição dos mesmos


além disso, levando em conta o artigo 158 do CPP, ""se a infração deixar vestigios sera indispensavel o exame de corpo delito, não podendo supri-lo a confissão"", assim, como a mesma não foi realizada houve uma quebra da cadeia de custodia e assim as possiveis provas apresentadas pela parte contraria, estão sem o haval de tal artigo.","07/11/2023, 13:11:53"
00:35:33,00:24:40,1662,0.0,"MEMORIASI FINAIS
DO DIREITO
Com base no art.17 do código penal, no qual prevé a hipótese de crime impossivél, ""não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime"". Como foi comprovado por um ofício do Banco Peixe, no qual informa que a estrutura do caixa eletrônico é feita de aço e por isso impossível de ser rompido por força humana, sendo assim deixado em evidência a impossibilidade dos réus de cometerem o crime. ","07/11/2023, 13:12:02"
00:35:45,00:31:50,1662,0.0,"1. DO DIREITO:


De acordo com a denúncia,  RICARDO e ROBERTO  praticaram o crime de furto qualificado, indicado no Art 155, § 4º, incisos I e IV do CP e pelo crime tentado, indicado no Art. 14, II do CP. O banco peixe, juntou um ofício aos autos informando que pelo material no qual é construído o caixa eletrônico, seria impossível a destruição dele por ação mecânica humana.


Diante disso, o Art. 17 CP, indica que a tentativa não deve ser punida quando há absoluta impropriedade do objeto ou ineficácia absoluta do meio, pois no caso, seria impossível a consumação do crime. Como o próprio banco comprovou  que a máquina nem danificada foi, poderá ser aplicado o que indica neste Art. 17 Cp e no Art. 386, I CPP, pois, o ofício enviado pelo banco comprova a inexistência da destruição do caixa eletrônico, no caso, a inexistência do fato pelo qual os réus foram denunciados. Assim, os indiciados não deverão ser punidos e as qualificadoras para o suposto delito, indicadas nos incisos I e IV do Art 155, deverão ser afastadas, pois o fato não aconteceu, então não poderia ser qualificado de alguma forma.","07/11/2023, 13:14:03"
00:33:46,00:27:52,1662,0.0,"Do Direito 


Conforme apreende-se do caso em tela, a denúncia baseia-se nos artigos 155 parágrafo 4°, bem como incisos I e IV, cumulados com art 14, inciso II, todos do códex penal nacional, sendo portanto referentes ao crime de furto com destruição de obstáculo na modalidade tentada.


1. Da não remoção de obstáculo - crime impossível
Observa-se diante de ofício juntando aos autos, pelo própria instituição financeira envolvida na lide, que a estrutura do caixa eletrônico é de aço ""imune à ação mecânica por força humana"" conforme consta do próprio documento anexado aos fólios.


Neste liame, é flagrante estarmos diante de denúncia baseada em crime impossível, pois se a própria instituição financeira afirma ser impossível a remoção do obstáculo por ação humana, observa-se inadímissivel que o crime de furto seja classificado no tipo penal do artigo 155 parágrafo 4°, sendo na realidade a tipificação adequado o mero artigo 155 ou seja, o delito de furto simples. 


2.Da Suspensão Condicional da Pena ( Sursis) e Dosimetria 
 Em análise à norma penal e processual penal, observa-se que a pena referente ao crime de furto simples é a reclusão de 01 a 04 anos e multa.


Nota-se, ainda, que quando o crime ocorrer na modalidade tentada, deve ser diminuida de um a dois terços. 


Desta forma, apreende-se logicamente, que a pena referente à tentativa de furto simples é de 03 meses à 03 anos e meio. 


Diante desse cenário, torna-se necessária a aplicação do instituto do Sursis - a suspensão condicional da pena. Instituto previsto para melhor execução penal para crimes de menor potencial ofensivo e sem violência contra pessoa,  em que a pena será suspensa por 2 a 04 anos, quando a pena privativa de liberdade não for superior à 02 anos sendo esta a melhor alternativa para o caso em apreço. 


Conforme o exposto, pugna-se , portanto, pela aplicação do sursis aos réus em tela, bem como pela desclassificação do crime de furto com remoção de obstáculo para a tentativa de furto simples, nos termos do que fora exposto. 



","07/11/2023, 13:14:40"
00:35:21,00:26:24,1662,0.0,"DO DIREITO




No mérito, deve ser defendida a atipicidade da conduta dos acusados ante o crime impossível pela absoluta ineficacia do meio empregado para a pratica delitiva. Conforme informação pretada pelo proprio Banco Peixe em oficio juntado aos autos, a estrutura do caixa eletronico é imune a ação mecanica por força humana. Portanto, os meios empregados pelos acusados ( serrote e chave de fenda) eram absolutamente ineficazes para romper a palca de aço ter acesso ao conteudo dos caixas eletronicos da agencia.


DO MERITO


Dessa forma, requer-se a absolvição dos acusados com base no art 386 , inciso III ( fato atipico) , do Codigo de Processo Penal.


Por fim, requer-se a fixação da pena base no minimo legal,  fixação do regime aberto para Roberto ( Art 33, 2º, c do Codigo Penal) e semiaberto para Ricardo ( Art 33, 2º b, do Codigo Penal), a substituição da pena privativa de liberdade por restritiva de direitos (Art 44 do Codigo Penal) e a redução da pena pela tentativa na fração de 2/3 , cofnorme Art 14, paragrafo unico, do Codigo Penal.,


DOS PEDIDOS



Ante o exposto, requer-se:


A absolvição dos acusados com base no artigo 386, inciso III ( fato atipico). do Codigo de Processo Penal;


Subsidiariamente, caso mão seja acolhido a tese defendida acima exposta: o afastamento da qualificadora do rompimento de obstaculo prevista no Art 155, 4º , inciso I, do Codigo Penal, o reconhecimento das circustancias atenuantes previtas no Art 65, incisco III( confissão espontanea).


Nestes termos, Pede deferimento.


Fortaleza, 07 de Novembro de 2023


Nome do Advogado.


nº. da OAB/ Seccional ","07/11/2023, 13:15:36"
00:38:20,00:21:30,1662,0.0,"DO DIREITO
CRIME IMPOSSÍVEL


Os acusados Ricardo e Roberto, no dia 10/08/2020, às 19 horas foram flagrados pela Polícia Militar quando saíam da agência bancária do Banco Peixe, na posse de alguns equipamentos que supostamente haveriam sido utilazdos para a realização do crime nos artigos 155, § 4º incisos I e IV, do art.  Art. 14, inciso II, ambos do Código Penal. 


Nessa toada, conforme ofício juntado aos autos, a estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana. Dessa forma, os acusados não lograram êxito na prática de seus atos e nem danificaram a estrutura do caixa eletrônico.


O diploma penal brasileiro estabelece que não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime, conforme disposto no art. 17 do Código Penal.


Com efeito, para que os crimes em questão fossem consumados, seria necessário haver possibilidade real de haver o furto, ocorrendo a subtração do dinheiro, o que não ocorre no caso em análise.


Deste modo, os acusados devem ser absolvidos no presente caso, com fulcro no artigo 17 c/c 386 do Código Penal, uma vez que o crime não se consumou e tem teria condições para tal.



","07/11/2023, 13:15:48"
