tempoInicio,tempoDigitando,user,codExperimento,peticao,horarioRecebido
00:47:44,00:43:07,1662,1,"Resposta á acusação

Do Direito 

Os réus foram acusados de tentativa de furto mediante a utilização de ferramentas manuais o caixa eletrônico do Banco Peixe, mas os mesmos não conseguiram obter êxito, já que a estrutura de aço é imune à ação mecânica por força humana. Na fase da Instruçao Processual, foram repetidas as provas orais por falta de provas materiais diversas. Tendo em vista, que os réus não devem ser acusados por falta de provas suficientes para acusação destes, com fulcro no Art. 386, VII do CPP.


Conforme entendimento Jurisprudencial do STJ, temos a seguinte decisão:


AgRg no RECURSO EM MANDADO DE SEGURANÇA Nº 24.582 - SP (2007/0166389-3) RELATOR : MINISTRO NEFI CORDEIRO AGRAVANTE : ANDERSON PALÁCIO ADVOGADO : LUCIANO ANDERSON DE SOUZA E OUTRO(S) AGRAVADO : FAZENDA DO ESTADO DE SÃO PAULO PROCURADOR : FERNANDO FRANCO E OUTRO(S) EMENTA ADMINISTRATIVO. AGRAVO REGIMENTAL NO RECURSO ORDINÁRIO. MANDADO DE SEGURANÇA. DEMISSÃO. ABSOLVIÇÃO CRIMINAL POR INSUFICIÊNCIA DE PROVAS. AUSÊNCIA DE REPERCUSSÃO NA ESFERA ADMINISTRATIVA. INDEPENDÊNCIA ENTRE AS INSTÂNCIAS ADMINISTRATIVA, PENAL E CIVIL. I - Este Superior Tribunal de Justiça firmou entendimento quanto à independência entre as instâncias administrativa, penal e civil, pacificando também orientação no sentido de excepcionar a referida regra somente nos casos em que reconhecida, na sentença penal, a inexistência material do fato ou a negativa de sua autoria. II - Quanto à absolvição criminal por insuficiência de provas, entende este Superior Tribunal de Justiça que a sua ocorrência não afasta a responsabilidade administrativa nas hipóteses em que decorra da falta de provas nos autos. III - Agravo Regimental improvido. ACÓRDÃO Vistos, relatados e discutidos os autos em que são partes as acima indicadas, acordam os Ministros da Sexta Turma do Superior Tribunal de Justiça, na conformidade dos votos e das notas taquigráficas a seguir, por unanimidade, negar provimento ao agravo regimental, nos termos do voto do Sr. Ministro Relator. Os Srs. Ministros Ericson Maranho (Desembargador convocado do TJ/SP), Maria Thereza de Assis Moura, Sebastião Reis Júnior (Presidente) e Rogerio Schietti Cruz votaram com o Sr. Ministro Relator. Brasília, 04 de agosto de 2015(Data do Julgamento) MINISTRO NEFI CORDEIRO Relator.




","06/11/2023, 21:43:09"
00:00:17,00:00:02,1662,1,afsdgs,"06/11/2023, 21:43:15"
00:48:41,00:44:02,1662,1," DO DIREITO 


1. Tendo em vista que os reus na presente ação ao momento do interrogatorio de são reus confessos de boa fé o decreto preventivo não evidenciou receio de perigo gerado pelo estado de liberdade dos imputados à conveniência da instrução criminal ou para assegurar a aplicação da lei penal, a prisão preventiva pode ser decretada somente se haja houver prova da existência do crime e indício suficiente de autoria, como garantia da ordem pública, da ordem econômica, por conveniência da instrução criminal ou para assegurar a aplicação da lei penal, em decisão motivada e fundamentada acerca do receio de perigo gerado pelo estado de liberdade do imputado e da contemporaneidade da necessidade da medida extrema (Art. 311 a 316 do CPP), diante disso requer o relaxamento da prisão dos reus conforme o Art. 310 inciso I do Código Penal.



2. Em outro sentido nesses memoriais presentes, ressaltamos o oficio juntado aos autos do Banco Peixe, que neles demonstram que a estrutura do caixa eletronico de nenhum modo foi danificado pelos atos cometidos pelos reus e que a ação cometida pelos mesmos são imune a estrutura do caixa eletronico desse modo tornanco o fato ilicito impossivel requerendo assim a consideração do tal crime em questão como crime impossivel como previsto no Art. 17 do CP 



","06/11/2023, 21:43:58"
00:44:10,00:39:05,1662,1,"Resposta à Acusação nos termos do Art. 396 do CPP


I - DO DIREITO


Segundo consta, os acusados incorreram no crime constante no Art. 155, § 4º, incisos I e IV, e do Art. 14, inciso II, ambos do Código Penal. 


Da Insuficiencia de Provas 


No presente caso, inexiste provas suficientes para a acusação dos denunciados. Conforme preconiza o Art. 386, in ciso VII do CPP, o Reu será ABSOLVIDO. Senão Vejamos: 


Art. 386. O juiz absolverá o réu, mencionando a causa na parte dispositiva, desde que reconheça:
VII – não existir prova suficiente para a condenação.


Ademais, a ausência ddo exame de corpo de delito no caso concreto, conforme inteligencia do Art. 158. do CPP, conforme entendimento jurisprudencial:


Título: REsp 1968165
Data: 2022-12-21
Relator: ROGERIO SCHIETTI CRUZ
AgRg no RECURSO ESPECIAL Nº 1968165 - PR (2021/0348318-1) RELATOR : MINISTRO ROGERIO SCHIETTI CRUZ AGRAVANTE : MINISTÉRIO PÚBLICO FEDERAL AGRAVADO : SANTINO PEREIRA RAMOS ADVOGADO : JOÃO HENRIQUE DIAS DE CONTI - PR071515 INTERES. : MINISTÉRIO PÚBLICO DO ESTADO DO PARANÁEMENTA AGRAVO REGIMENTAL NO RECURSO ESPECIAL. VIOLÊNCIA DOMÉSTICA. MATERIALIDADE DELITIVA DO CRIME DE LESÃO CORPORAL. PROVA PERICIAL OU DOCUMENTOS MÉDICOS. AUSÊNCIA DE MOTIVAÇÃO IDÔNEA PARA JUSTIFICAR A EXCEPCIONAL DISPENSA DA PROVA TÉCNICA. VÍTIMA NÃO COMPARECEU EM JUÍZO. DECLARAÇÕES PRESTADAS EM ÂMBITO POLICIAL REFUTADAS. ABSOLVIÇÃO QUE SE IMPÕE. AGRAVO NÃO PROVIDO.

1. O artigo 158 do Código de Processo Penal estabelece a indispensabilidade da realização do exame de corpo de delito, direto ou indireto, quando a infração deixar vestígios. O artigo 167, por sua vez, relativiza a referida regra ao consignar que, ""não sendo possível o exame de corpo de delito, por haverem desaparecido os vestígios, a prova testemunhal poderá suprir-lhe a falta"".

2. Nos casos envolvendo violência doméstica e familiar contra a mulher, a jurisprudência desta Corte Superior admite como meio de provas laudos ou prontuários médicos fornecidos por hospitais e postos de saúde, consoante dicção do artigo 12, § 3º, da Lei n. 11.340/2006.

3. Na hipótese, não foram apresentados prontuários ou laudos médicos, tampouco realizado exame de corpo de delito com o intuito de comprovar a existência de lesões. Deveras, nos crimes que deixam vestígios, a ausência de motivação idônea para justificar a excepcional dispensa da prova técnica acarreta a absolvição do acusado.

4. Ademais, a vítima não foi ouvida em juízo e suas declarações em âmbito inquisitorial foram, ao menos parcialmente, refutadas por outras testemunhas.

5. Assim, diante da inexistência de prova pericial e de documentos médicos, bem como de acervo probatório válido, produzido sob o crivo do contraditório e da ampla defesa, não é possível ratificar a condenação do acusado.

6. Agravo regimental não provido.ACÓRDÃO Vistos e relatados estes autos em que são partes as acima indicadas, acordam os Ministros da SEXTA TURMA do Superior Tribunal de Justiça, em sessão virtual de 13/12/2022 a 19/12/2022, por unanimidade, negar provimento ao recurso, nos termos do voto do Sr. Ministro Relator. Os Srs. Ministros Laurita Vaz, Sebastião Reis Júnior, Antonio Saldanha Palheiro e Jesuíno Rissato (Desembargador Convocado do TJDFT) votaram com o Sr. Ministro Relator. Presidiu o julgamento a Sra. Ministra Laurita Vaz.Brasília (DF), 19 de dezembro de 2022. Ministro ROGERIO SCHIETTI CRUZ Relator.



","06/11/2023, 21:44:17"
00:00:11,00:00:01,1662,1,asd,"06/11/2023, 21:45:09"
00:51:46,00:35:00,1662,1,"                                                                                                                     RESPOSTA À ACUSAÇÃO




1- DO DIREITO


O art. 1° da cf/88, inciso III, etabelece que a República Federal do Brasil constitui-se em Estado Democratica de Direito, o qual tem como tem como fundamento  a dignidade da pessoa humana.
 
art 386, III do CP. Quando o fato não constitui crime, impõe descrever fato típico, mas, durante a instrução, a prova colhida é convicente no sentido de que o fato praticado não é aquele descrito na acusação inicial, mas outro não previsto em qualquer norma penal incriminadora.


art. 158 do CPP. A infração dexar vestígios, será indispensável o exame de corpo de delito, direto ou indireto, não podendo supri-lo a confissão do acusado.


REQUER A ABSOLVIÇÃO SUMÁRIA

Art. 397 CPPArt. 397, incisos I, II e III. Após o cumprimento do disposto no art. 396-A, e parágrafos, deste Código, o juiz deverá absolver sumariamente o acusado quando verificar: 
























.

 ","06/11/2023, 21:47:15"
00:50:00,00:43:19,1662,1,"DO DIREITO: ART. 14, II, CP.


DO PEDIDO: ART. 155, § 4,  I e IV, CP.

DIANTE DOS ELEMENTSOS APRESENTADOS E CONSIDERANDO A CONFISSAO DOS REUS E COM NAS BASAES 
NAS EVIDENCIAS APRESENTADAS,  CONCLUI-SE QUE A CONDUTA DOS NÃO CONFIGURA TENTATIVA DE FURTO QUALIFICADO, DEVENDO SER ABSOLVIDOS  DAS IMPUTAÇÕES, CONFORME O DISPOSTO NO ART. 386, III, CPP.


","06/11/2023, 21:48:17"
00:00:10,00:00:02,1662,1,ASADSASDA,"06/11/2023, 21:48:24"
00:00:08,00:00:03,1662,1,ignore,"06/11/2023, 22:06:15"
00:13:33,00:05:31,1662,1,"Art. 14, inciso 2 cp","06/11/2023, 22:47:25"
00:20:21,00:19:54,1662,1,"EXCELENTÍSSIMO SENHOR DOUTOR JUIZ DE DIREITO DA VARA CRIMINAL DA COMARCA DE BARNABEU/CN


Ricardo e Roberto, já devidamente qualificados nos autos do processo em epígrafe, vem, respeitosamente à presença de V. Excelência, apresentar MEMORIAIS, com fulcro no art. 403, § 3o  do CPP, nos termos de fato e direito a seguir apresentados.


b. Do Mérito.


3- ABSOLVIÇÃO POR FALTA DE PROVAS


É importante abordar o princípio da presunção de inocência, que estabelece que todos são considerados inocentes até que haja uma sentença penal condenatória definitiva. Isso implica que o ônus da prova recai sobre quem faz a acusação, não o acusado. A acusação deve fornecer provas que demonstrem a culpa do réu de forma cabal.


A presunção de inocência serve como uma regra de tratamento que determina que a prova dos fatos relevantes deve obedecer aos critérios de distribuição dos encargos de demonstração. Isso significa que o acusado não precisa provar sua inocência, a menos que a acusação prove sua culpa de forma convincente.


Além disso, o princípio da presunção de inocência coloca a responsabilidade sobre o juiz penal de proteger os interesses do acusado e limitar a restrição de seus direitos fundamentais somente quando necessário para a investigação dos fatos.


No que diz respeito ao ônus da prova, o artigo 156 do Código de Processo Penal estabelece que a prova da alegação cabe à parte que a faz.


No presente caso, o Ministério Público não apresentou provas suficientes para convencer o juiz. É importante lembrar que a simples menção a fatos sem comprovação não é suficiente para justificar uma punição.


O ônus da prova recai sobre o Ministério Público, que não conseguiu demonstrar a culpa do réu no caso em questão. Não houve provas sólidas que sustentassem a acusação.


Portanto, diante da fragilidade das provas apresentadas em juízo, a absolvição do acusado é a medida apropriada, de acordo com o princípio ""in dubio pro reo"", que prevê que em caso de dúvida, a favor do réu. A condenação requer provas conclusivas e irrefutáveis, o que não foi o caso aqui, como estabelecido no Código de Processo Penal. Portanto, a ação penal deve ser julgada improcedente e o réu absolvido com base nos argumentos acima.



3.1- QUALIFICADORA POR DESTRUIÇÃO OU ROMPIMENTO DE OBSTÁCULO – ART. 155, § 4º, I, DO CP


Excelentíssimo Juiz, caso não se opte pela absolvição do acusado, é imperativo que a qualificadora descrita no artigo 155, § 4º, inciso I, do Código Penal seja excluída. Essa qualificadora requer a apresentação de um laudo pericial que comprove a materialidade do crime para ser aplicada.


No entanto, o Ministério Público não solicitou, nem na fase de investigação nem durante o processo, a realização de um laudo papiloscópico ou um laudo do local dos fatos que comprovassem o rompimento de obstáculo.


Portanto, não é justificável a aplicação da qualificadora de rompimento de obstáculo, mesmo que fosse aplicável, uma vez que não foi conduzido um laudo pericial no local do crime.


Conforme o artigo 158 do Código de Processo Penal, quando houver vestígios, um exame pericial é fundamental. Apenas um laudo pericial poderia estabelecer se houve ou não o rompimento de obstáculo no local do crime. Nesse caso, a falta de produção dessa prova torna impossível presumir a ocorrência da qualificadora em questão, conforme entendimento do Superior Tribunal de Justiça.


Além disso, o artigo 167 do Código de Processo Penal permite que, em casos de impossibilidade de exame de corpo de delito devido ao desaparecimento de vestígios, a prova testemunhal possa substituir essa falta.


No entanto, nos autos, não há evidência de prova testemunhal que possa comprovar a presença da qualificadora. As testemunhas ouvidas em juízo (policiais militares) não forneceram informações sobre a destruição ou rompimento de obstáculo, e o próprio réu, em seu interrogatório, afirmou que ao chegar no local, a porta já estava aberta, o que invalida a aplicação da qualificadora.


3.2- QUALIFICADORA PELO CONCURSO DE PESSOAS – ART. 155, § 4º, IV, DO CP


No que diz respeito à qualificadora do concurso de agentes (art. 155, § 4º, inciso IV, do CP), não existem provas nos autos que estabeleçam a conexão entre o acusado e outras pessoas.


Para que o concurso de pessoas seja configurado, é essencial que haja um vínculo causal entre cada um dos envolvidos e o resultado. Além disso, as pessoas devem compartilhar uma ligação psicológica, demonstrando adesão subjetiva à conduta criminosa de outrem com o objetivo comum.


Como destacado por Cezar Roberto Bittencourt em seu Tratado de Direito Penal:


""A causalidade física é apenas uma parte do complexo problema do concurso de pessoas, que também exige o vínculo subjetivo para ser completo. (...) Portanto, na ausência do nexo causal ou do vínculo subjetivo, não podemos falar em concurso de pessoas.""


A jurisprudência também enfatiza que:


""A simples assistência material não é suficiente para configurar a coautoria, sendo necessário comprovar um acordo de vontades em direção à participação consciente na obtenção do resultado desejado pelo ato ilícito."" (TACRIM - SP - AC - Rel. Juiz Camargo Sampaio - JUTACRIM 70/199).


Portanto, solicitamos a exclusão da qualificadora do concurso de pessoas.


3.3 - CIRCUNSTÂNCIA ATENUANTE – CONFISSÃO ESPONTÂNEA


O acusado admitiu a participação no crime de furto em concurso de pessoas e fez uma confissão espontânea durante seu interrogatório, perante a autoridade.


Portanto, ele tem direito à atenuação da pena, de acordo com o artigo 65, III, d, do Código Penal Brasileiro, que estabelece que as circunstâncias que sempre atenuam a pena incluem ""ter o agente confessado espontaneamente, perante a autoridade, a autoria do crime"".


Dessa forma, o acusado preenche os dois requisitos necessários para que seja aplicada a atenuante da pena, uma vez que se trata de um direito público subjetivo.


3.4 - APLICAÇÃO DA PENA E DO REGIME


Na primeira fase da dosimetria da pena, devem ser consideradas as circunstâncias judiciais do artigo 59 do Código Penal, que envolvem a culpabilidade, antecedentes, conduta social, personalidade, motivos, circunstâncias, consequências do crime e o comportamento da vítima.


O acusado colaborou com a instrução processual e não possui condenações anteriores com trânsito em julgado, sendo, portanto, considerado réu primário.


Nesse sentido, a pena-base deve ser estabelecida no patamar mínimo legal, conforme o artigo 59 do Código Penal. Além disso, o regime de cumprimento da pena deve ser aberto ou semiaberto, conforme o artigo 33, § 2º, b ou c, do Código Penal.


A culpabilidade do acusado é mínima, não indicando uma conduta altamente reprovável pela sociedade.


A conduta social do acusado não pode ser avaliada devido à falta de provas a favor ou contra ele.


A personalidade do acusado é difícil de ser avaliada nos autos, pois não há elementos técnicos disponíveis, e o julgador não deve fazer uma valoração negativa sem evidências.


Os motivos do crime são comuns para o tipo de delito em questão, não exigindo uma valoração prejudicial.


As circunstâncias do delito são comuns e não agravam a situação.


As consequências do crime não foram significativas.


Com base no princípio da presunção de inocência, o acusado deve ter a oportunidade de recorrer em liberdade até o trânsito em julgado, pois as circunstâncias do crime e suas condições pessoais são favoráveis, destacando sua primariedade e a falta de elementos desabonadores em sua conduta ou personalidade.
","06/11/2023, 22:56:41"
00:20:13,00:17:14,1662,1,"Do Direito 


 Art. 396 - A do CPP 


Art. 17 do CP 




Art. 397, IV do CPP","06/11/2023, 22:57:41"
00:20:52,00:14:09,1662,1,"Dos fatos supra citados, averigua se a impossibilidade da consumação do ilicito pelo meio empregado, tornando assima unica imputação  seu art. 17 CP, Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. (Redação dada pela Lei no 7.209, de 11.7.1984) tornando assim a unica imputação a 















","06/11/2023, 22:58:04"
00:24:31,00:21:55,1662,1,"DA ATIPICIDADE DA CONDUTA: 


DA APLICAÇÃO DO PRINCÍPIO DA INSIGNIFICANCIA:


A CF logo em seu art. 1°, III estabelece que a República Federativa do Brasil constitui-se em Estado Democrático de Direito, com fundamneto a dignidade da pessoa humana. 
Um fato criminoso em um Estado Democrático em definição deve observar relevañcia e tutela e o interesse social em reprimir tal fato. 
O princípio da insignidicancia considera como excludente de tipicidade é difunfida pela doutrina e praticada nos tribunais brasileiros. 
Na situação relatada verifica-se que segue todos os requisitos para aplicação do princípio da insignificancia. 


CLASSIFICAÇÃO PARA CRIME TENTADO/DIMINUIÇÃO DA PENA:

Caso V.Exa., não entenda cabível a aplicação do príncípio da insignificancia, devemos observar o contexto factual e resultado da ação. 

Conforme art. 14, II, parágrafo único do Código Penal, o crime tentado tem pena diminuida de 1/3 a 2/3 da pena prevista para a pena do crime consumado. 


Isto posto, evidencia-se que o caso concreto se aplica a crime tentado, devendo ocorrer a minoração da pena aplicada.","06/11/2023, 22:59:48"
00:26:47,00:17:59,1662,1,"   RELAXAMENTO DE PRISÃO.


DOS PEDIDO:
  
Art. 310, I CPP  - relaxar a prisão ilegal;


     Relaxamento da Prisão, Conceder liberdade provisoria. 


  


","06/11/2023, 23:01:32"
00:27:41,00:25:24,1662,1,"Resposta à Acusação



Em decorrência da peça vestibular, firmada pelo ilustre representante do Ministério Público, os acusados estão sendo processados como incurso no Art. 155, § 4º, incisos I e IV, e do Art. 14, II, ambos do Código Penal, requerendo a absolvição Sumária e alternativamente a pena alternativa.

Ricardo e Roberto resondem ao presente procedimento penal, onde, segundo o Ministério Público  no dia 10/08/2020, às 19 horas, foram flagrados pela Polícia Militar quando saíam da agência bancária do Banco Peixe, localizada no centro de Barnabeu, Estado de Campo Novo (CN), de posse de equipamentos tipo serrote, chave de fenda e alicate. Os acusados apenas tentaram mas não concluiram o furto, iniciaram mas não oberam exito na empreitada.

Art. 14, II Código Penal

","06/11/2023, 23:01:42"
00:25:42,00:21:22,1662,1,"DO MÉRITO


No presente caso, onde Ricardo e Roberto foram flagrados pela Polícia Militar não há que se falar em crime, afinal, os três substratos do crime segundo a melhor doutrina são: fato típico, ilicitude e culpabilidade. Só assim temos o resultado, que é o direito de punir do Estado (jus puniendi). Dentro da culpabilidade (Art. 69 do CP) temos presentes a imputabilidade, pois imputa-se a prática do crime presente no art. 155, §4º, CP (furto qualificado) aos indiciados, em virtude do flagrante da polícia militar. Assim como há a exigibilidade de conduta diversa, afinal, pois há o dano causado pelo uso do alicate e serrote na máuqina de maneira desnecessária. Contudo, não há como afirmar que há potencial consciência da ilicitude, tendo em vista que em plenas 19h da noite dois rapazes foram matar o tempo ao testar a dureza do caixa eletrônico.


Além disso, em ofício do Banco Peixe há a informação de que a estrutura de aço do caixa é imune à ação mecânica por força humana, que se valeram de um trabalho manual que não logrou êxito em danificar a estrutura do caixa. Portanto, não houve fato típico que possa ser tipificado, ainda que se assemelhe a um crime tentado, logo, não houve crime.


Desta forma, roga pela não condenação de Roberto e Rodrigo.","06/11/2023, 23:01:57"
00:25:32,00:25:20,1662,1,"II - DO DIREITO 


II.1. DO MÉRITO


Inicialmente, cabe alegar a ineficácia do meio empregado pelos acusados para a prática do crime relatado, uma vez que é atípico e impossível, sendo a estrutura do caixa eletrônico impossível de ser aberto através de força humana. Conclui-se que o serrote e chave de fenda utilizados seriam de total impossibilidade para a efetivação criminal, ou seja, do rompimento da placa de aço presente no caixa eletrônico. Dessa forma, requer a absolvição dos acusados com base no artigo 386, I III, do Código Penal, conforme dispõe: 
Art. 386. O juiz absolverá o réu, mencionando a causa na parte dispositiva, desde que reconheça: III - não constituir o fato infração penal;


No caso de não acolhimento da tese defendida, requer o afastamento da qualificadora prevista no art. 155, §4, inciso I do CP, uma vez que no art. 158 do Código de Processo Penal, a incidência da presente qualificadora exige perícia para sua comprovação.

Frise-se, ainda, que houve confissão espontânea da parte, presente como circunstância atenuante de pena no art. 65, inciso III, do CP, assim como a detração penal pelo período cumprido pelos acusados em prisão preventiva, ficando Ricardo 30 dias e Roberto 2 dias, com repercussão na fixação do regime inicial de cumprimento da pena, conforme dispõe o art 387, §2, do CPP:

Art. 387. O juiz, ao proferir sentença condenatória: (Vide Lei nº 11.719, de 2008)
§ 2o O tempo de prisão provisória, de prisão administrativa ou de internação, no Brasil ou no estrangeiro, será computado para fins de determinação do regime inicial de pena privativa de liberdade. 


Por fim, requer-se a fixação da pena base no mínimo legal, a fixação do regime aberto para Roberto, com base no art. 33, §2, c, do CP e semiaberto para Ricardo, com base no art 33, §2,b, do CP.





","06/11/2023, 23:02:14"
00:31:26,00:31:19,1662,1,"DO MÉRITO


Conforme se infere da Dénuncia, foram imputados aos réus, as condutas delitivas consubstanciadas no Art. 155,  § 4º, I e IV do CP e e do Art. 14, II, também do CP.


Conduto, inobstante a tentativa do delito, faz-se mister ressaltar que os agentes não lograram êxito, se retirando da agência de forma voluntária, sem a ciência de que do lado de fora seriam surpreendidos pelos agentes policiais.


Deve ser levado em consideração também, que o Banco Peixe informou, em ofício juntado aos autos, que a estrutura do caixa eletrônico é incolúme à ação mecânica humana, de modo que configura-se Crime Impossível, disposto no Art. 17 do Código Penal. Senão vejamos:


Art. 17 - Não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. 

Ora, em vista disso, é forçoso concluir que a tentativa de subtração ela se deu de forma absolutamente ineficaz em relação ao meio utilizado pelos réus, quais sejam, um serrote e uma chave de fenda.


Nesse sentido, em razão da absoluta ineficácia do meio preterido para a consumação do fato criminoso, totalmente incapaz de macular o caixa eletrônico, tal qual a mão de um homem ou uma caneta seria, requer-se que seja reconhecido o fato delituoso como CRIME IMPOSSÍVEL, nos termos do art. supramencionado.

Ademais, Vª Excelência, o Tribunal da Cidadania tem se posicionado no sentido de que no furto tentado pode se aplicar o princípio da insignificância, devendo ser reconhecida a atipicidade material de perturbações jurídicas mínimas ou leves.


Insta mencionar que não houve nenhuma ameaça e, repisa-se, os réus se retiraram do estabelecimento por vontade própria, sem ter qualquer conhecimento do grupo policial do lado de fora.


Veja-se:

Título: HC 258962
Data: 2014-11-26
Relator: JORGE MUSSI
AgRg no HABEAS CORPUS Nº 258.962 - MG (2012/0236435-0) RELATOR : MINISTRO JORGE MUSSI AGRAVANTE : LEONARDO PEREIRA CANEDO DE OLIVEIRO (PRESO) ADVOGADO : DEFENSORIA PÚBLICA DA UNIÃO AGRAVADO : TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS EMENTA AGRAVO REGIMENTAL NO HABEAS CORPUS. FURTO TENTADO. PRINCÍPIO DA INSIGNIFICÂNCIA. APLICAÇÃO. IMPOSSIBILIDADE. REITERAÇÃO DELITIVA. MULTIREINCIDÊNCIA. AUSÊNCIA DE REDUZIDO GRAU DE REPROVABILIDADE DO COMPORTAMENTO. AGRAVO IMPROVIDO. 1. A aplicação do princípio da insignificância reflete o entendimento de que o Direito Penal deve intervir somente nos casos em que a conduta ocasionar lesão jurídica de certa gravidade, devendo ser reconhecida a atipicidade material de perturbações jurídicas mínimas ou leves, estas consideradas não só no seu sentido econômico, mas também em função do grau de afetação da ordem social que ocasionem. 2. Segundo a jurisprudência do Supremo Tribunal Federal, o princípio da insignificância tem como vetores a mínima ofensividade da conduta, a nenhuma periculosidade social da ação, o reduzido grau de reprovabilidade do comportamento e a inexpressividade da lesão jurídica provocada. 3. Inviável a incidência do referido brocardo, in casu, porquanto o paciente é multireincidente, situação apta a ensejar a incidência do Direito Penal como forma de coibir a reiteração delitiva (precedentes). 4. Agravo regimental improvido. ACÓRDÃO Vistos, relatados e discutidos estes autos, acordam os Ministros da Quinta Turma do Superior Tribunal de Justiça, na conformidade dos votos e das notas taquigráficas a seguir, por unanimidade, negar provimento ao agravo regimental. Os Srs. Ministros Gurgel de Faria, Newton Trisotto (Desembargador convocado do TJ/SC), Walter de Almeida Guilherme (Desembargador convocado do TJ/SP) e Felix Fischer votaram com o Sr. Ministro Relator. Brasília (DF), 18 de novembro de 2014(Data do Julgamento) MINISTRO JORGE MUSSI Relator


Em face do narrado, requer-se que Vossa Excelência reconheça o CRIME IMPOSSÍVEL, e, de forma subsidiária, o Princípio da Insignificância, por ser medida de direito.","06/11/2023, 23:06:47"
00:35:27,00:32:31,1662,1,"Do Crime Impossível


Consoante ao ofício juntado pelo Banco Peixe, verificou-se que fora informado que estrutura do caixa eletrônico é de aço, imune à ação mecânica por força humana.


Salienta-se que os intrumentos que estavam sob a posse dos agentes eram um serrote, chave de fenda e alicate, sendo impossível a conssumação do furto, vez que, como afirmado pelo próprio Banco Peixe, o caixa eletrônico é imune à ação mecânica por força humana.


Trata-se de um crime impossível, situação prevista no Art. 17 do CP, em não se pune a tentativa quando, por ineficácia absoluta do meio ou por absoluta impropriedade do objeto, é impossível consumar-se o crime. 


Ademais, ressalta-se a ineficácia dos objetos conforme o estado do caixa eletronico, qual seja, somente com meros arranhões.


Portanto, requer o trancamento da ação penal, em razão do afastamento da punibilidade dos agentes.



Da tese subsidiária


Os denunciados confessam que tentaram furtar, Art. 14, II do CP, o caixa eletrônico do Banco Peixe, recaindo, dessa forma, a atenuante prevista do Art. 65, III , d do CP.","06/11/2023, 23:09:37"
00:32:25,00:19:55,1662,1,"DOS FUNDAMENTOS JURÍDICOS: 


CONFORME Art. 155, § 4°, incisos I e IV, Código Penal. 

","06/11/2023, 23:13:32"
00:36:09,00:31:14,1662,1,"Do Direito 


Tratando- se de tentativa, não cabe o art. 155 do codigo penal pois o crime não foi efetivado


Dos fundamentos juridicos

","06/11/2023, 23:13:50"
00:32:41,00:05:09,1662,1,"Conforme artigo  Art. 155, § 4º, incisos I e IV, do Código Penal.


","06/11/2023, 23:14:08"
00:49:12,00:42:55,1662,1,"Petição de Defesa
 
Excelentissimo senhor Juiz da 5 ª Vara Criminal da Comarca de Campo Bernabeu/CN


Processo nº 1234


Autor: Advogado: Sávio Arruda Freire Ribeiro, Brasieleiro, Solteiro, Advogado, Domiciliado em Fortaleza/CE, Avenida XXX, Bairro XXX. Venho em Defesa de Roberto Fulano, Venho em Vossa Excelencia Apresentar.


Defesa Preliminar: Pelos fatos e fundamentos: Ocorreu uma tentativa frustrada de assalto ao banco, Onde Roberto Fulano, que na audieencia de Custódia fora declarado liberdade provisória e não tinha maus antecedentes, Ocorreu que foram ao banco, foram parados pela polícia, que achou a atitude suspeita, e fez á averiguação que encontraram objetos de seu trabalho. Que levantou uma suspeita.  


O Ministerio Público não requereu a produção de outras provas. 


Dos Fundamentos: Não ocorreu furto e Roberto Fulano foi detido sem ter praticado delito, pois pelo achismo dos policiais foi levado a prisão, pois o crime de furto não atende tentativa. E ele estava com seu material de trabalho. Que não se leva o entendimento do Art. 155 do Código Penal. Onde  o crime não foi classificado e Roberto Fulano pede-se indeferimento da ação penal.


Da carência de ação penal por falta de justa causa: O que não ocorreu crime pois o furto não se configurou e eles não tinham prova que realmente era um furto e o material era de trabalho do Roberto Fulano e não tinha furtado nenhum objeto não configurando furto do Art. 155 do Código Penal.


Dos Pedidos: Por todo narrado e com fulcro no CPP. Requerer o acusado Roberto Fulano, CPF: xxx.xxx.xxx-xx, que a denúncia ofertada contra este seja rejeitada por falta de delitos cometidos e falta de justa causa. Para o exercício da ação penal. 


Pede Deferimento


Bernabeu/CN, 06/11/2023.


Sávio Arruda Freire Ribeiro
Advogado


OAB/CE x.xxx-x


 
















     






 ","06/11/2023, 23:24:05"
